ID,valid,No_de_Ref,new_ref,filename,DOI,Title,Year,Journal,Pages,Issue,Abstract,Authors,Volume,Corresponding_author,Country,Country_name,journalID
401,1,388,388,Mesostructured_CeO2g-C3N4_nanocomposites_Remarkably_enhanced_photocatalytic_activity_for_CO2_reduction_by_mutual_component_activations,10.1016/j.nanoen.2015.11.010,Mesostructured CeO2\/g-C3N4 nanocomposites: Remarkably enhanced photocatalytic activity for CO2 reduction by mutual component activations,2016,NANO ENERGY,145,,"CO2 is highly stable and therefore extremely difficult to be reduced at room temperature. Herein, mesostructured CeO2\/graphite carbon nitride (m-CeO2\/g-C3N4) was designed and synthesized through a hard-template route. The heterogeneous nanocomposites showed greatly enhanced response to solar light, promoted charge carrier separation and transfer efficiency. Consequently, their CO2 photoreduction performance has been remarkably enhanced. Maximum CO and CH4 yields of 0.590 and 0.694?mol, respectively, have been obtained from the CO2 reduction after one hour irradiation at room temperature on 50mg nanocomposite photocatalyst. Different from common g-C3N4-based composites in which the additional component only plays a role of electron sink in electron-hole separation, a synergetic effect of mutual activations between the two components is proposed, which is featured with g-C3N4 activation due to significantly promoted separation of photo-generated carriers under Xenon lamp irradiation, and CeO2 activation via the reduction of Ce4+ to Ce3+ by the trapped electrons.","Li M., Zhang L., Wu M., Du Y., Fan X., Wang M., Zhang L., Kong Q., Shi J.",19,zhlingxia@mail.sic.ac.cn,"CN,CN,CN,CN,CN,CN,CN,CN,CN","China,China,China,China,China,China,China,China,China",779
248,1,235,235,Self-assembly_of_nitrogen-doped_TiO2_with_exposed_{001}_facets_on_a_graphene_scaffold_as_photo-active_hybrid_nanostructures_for_reduction_of_carbon_dioxide_to_methane,10.1007/s12274-014-0514-z,Self-assembly of nitrogen-doped TiO2 with exposed {001} facets on a graphene scaffold as photo-active hybrid nanostructures for reduction of carbon dioxide to methane,2014,NANO RESEARCH,1528,,"Tailored synthesis of well-defined anatase TiO2-based crystals with exposed {001} facets has stimulated incessant research interest worldwide due to their scientific and technological importance. Herein, anatase nitrogen-doped TiO2 (N-TiO2) nanoparticles with exposed {001} facets deposited on the graphene (GR) sheets (N-TiO2-001GR) were synthesized for the first time via a one-step solvothermal synthetic route using NH4F as the morphology-controlling agent. The experimental results exemplified that GR was uniformly covered with anatase N-TiO2 nanoparticles (10-17 nm), exposing the {001} facets. The percentage of exposed {001} facets in the N-TiO2-001GR nanocomposites was calculated to be ca. 35%. Also, a red shift in the absorption edge and a strong absorption in the visible light range were observed due to the formation of Ti-O-C bonds, resulting in the successful narrowing of the band gap from 3.23 to 2.9 eV. The photocatalytic activities of the as-prepared photocatalysts were evaluated for CO2 reduction to produce CH4 in the presence of water vapor under ambient temperature and atmospheric pressure using a low-power 15 W energy-saving daylight lamp as the visible light source-in contrast to the most commonly employed high-power xenon lamps-which rendered the process economically and practically feasible. Among all the studied photocatalysts, the N-TiO2-001GR nanocomposites exhibited the greatest CH4 yield of 3.70 ?mol","W.-J. Ong, L.-L. Tan, S.-P. Chai, S.-T. Yong, A. R. Mohamed",0,artleafs.admin@artleafs.eu,"MY,MY,MY,MY,MY","Malaysia,Malaysia,Malaysia,Malaysia,Malaysia",781
354,1,341,341,Photoreduction_of_CO2_on_BiOCl_nanoplates_with_the_assistance_of_photoinduced_oxygen_vacancies,10.1007/s12274-014-0564-2,Photoreduction of CO2 on BiOCl nanoplates with the assistance of photoinduced oxygen vacancies,2015,NANO RESEARCH,821,3,"CO2 photoreduction by semiconductors is of growing interest. Fabrication of oxygen-deficient surfaces is an important strategy for enhancing CO2 photoreduction activity. However, regeneration of the oxygen vacancies in photocatalysts is still a problem since an oxygen vacancy will be filled up by the O atom from CO2 after the dissociation process. Herein, we have fabricated highly efficient BiOCl nanoplates with photoinduced oxygen vacancies. Oxygen vacancies were easily regenerated by light irradiation due to the high oxygen atom density and low Bi-O bond energy even when the oxygen vacancies had been filled up by the O atom in the photocatalytic reactions. These oxygen vacancies not only enhanced the trapping capability for CO2, but also enhanced the efficiency of separation of electron-hole pairs, which resulted in the photocatalytic CO2 reduction under simulated solar light. Furthermore, the generation and recovery of the defects in the BiOCl could be realized during the photocatalytic reduction of CO2 in water. The existence of photoinduced defects in thin BiOCl nanoplates undoubtedly leads to new possibilities for the design of solar-driven bismuth based photocatalysts.","L. Zhang, W. Wang, D. Jiang, E. Gao, S. Sun",8,wzwang@mail.sic.ac.cn,"CN,CN,CN,CN,CN","China,China,China,China,China",781
233,1,220,220,Graphene_oxide_as_a_promising_photocatalyst_for_CO2_to_methanol_conversion,10.1039/C2NR31718D,Graphene oxide as a promising photocatalyst for CO2 to methanol conversion,2013,NANOSCALE,262,1,"Photocatalytic conversion of carbon dioxide (CO2) to hydrocarbons such as methanol makes possible simultaneous solar energy harvesting and CO2 reduction, two birds with one stone for the energy and environmental issues. This work describes a high photocatalytic conversion of CO2 to methanol using graphene oxides (GOs) as a promising photocatalyst. The modified Hummer's method has been applied to synthesize the GO based photocatalyst for the enhanced catalytic activity. The photocatalytic CO2 to methanol conversion rate on modified graphene oxide (GO-3) is 0.172 ?mol g cat-1 h-1 under visible light, which is six-fold higher than the pure TiO2.","H.-C. Hsu , I. Shown, H.-Y. Wei, Y.-C. Chang, H.-Y. Du, Y.-G Lin, C.-A. Tseng, C.-H. Wang, L.-C. Chen , Y.-CLin., K.-H.Chen ",5,indrajit25@gmail.com,"TW,TW,TW,TW,TW,TW,TW,TW,TW,TW,TW","Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan",788
246,1,233,233,Highly_efficient_and_stable_AgAgIO3_particles_for_photocatalytic_reduction_of_CO2_under_visible_light,10.1039/C4NR02450H,Highly efficient and stable AgAgIO3 particles for photocatalytic reduction of CO2 under visible light,2014,NANOSCALE,10540,18,"Ag supported on AgIO3 (AgAgIO3 particles), a plasmonic photocatalyst, was synthesized through a facile solid-state ion-exchange procedure followed by reduction with hydrazine hydrate. The particles displayed high activity and stability in the photocatalytic conversion of CO2 to CH4 and CO using water vapor under visible-light irradiation (>400 nm wavelength).","Z. Q. He, D. Wang, H. Y. Fang, J. M. Chen, S. Song",6,ss@zjut.edu.cn,"CN,CN,CN,CN,CN","China,China,China,China,China",788
249,1,236,236,Photocatalytic_reduction_of_CO2_and_protons_using_water_as_an_electron_donor_over_potassium_tantalate_nanoflakes,10.1039/C4NR01490A,Photocatalytic reduction of CO2 and protons using water as an electron donor over potassium tantalate nanoflakes,2014,NANOSCALE,9767,16,"CO2 photoreduction over KTaO3 photocatalysts in water has been investigated. Both reduction (mainly carbon monoxide and hydrogen) and oxidation products (oxygen) were simultaneously detected in the absence of cocatalysts, sacrificial reagents and electrical bias. KTaO3 (KTO) samples were synthesized by solid-state reaction (SSR-KTO) and solvothermal methods in a hexane-water mixture (Hex-KTO) and pure ethanol (Eth-KTO). The different synthesis methods were used to control particle sizes and morphologies of KTaO3 and their correlation towards photocatalytic activity has been further investigated. Strikingly, KTO prepared in a hexane-water mixture solvent represents a nanoflake-like structure, resulting in a seven fold increase in CO2 reduction and hydrogen evolution activities in comparison to conventional cubic structure KTO under UV light irradiation. CO with trace amounts of CH4 is produced from CO2 photoreduction. Upon addition of a silver cocatalyst on KTO, the reduction selectivity has been controlled to favour CO2 photoreduction, and the CO2 to CO yield has been doubled compared to bare KTaO3.","Li K., Handoko A.D., Khraisheh M., Tang J.",6,Junwang.Tang@ucl.ac.uk,"GB,GB,QA,GB","UK,UK,Qatar,UK",788
284,1,271,271,Na2V6O16-AxH2O_nanoribbons_Large-scale_synthesis_and_visible-light_photocatalytic_activity_of_CO2_into_solar_fuels,10.1039/C3NR05219B, Na 2 V 6 O 16 ·xH 2 O nanoribbons: large-scale synthesis and visible-light photocatalytic activity of CO 2 into solar fuels ,2014,NANOSCALE,1896,3,"An ultra-thin and super-long Na2V6O16·xH2O nanoribbon of ∼5 nm thickness and ∼500 μm length was synthesized by a hydrothermal method, using a freshly prepared V(3+) species precursor solution by directly dissolving a vanadium metal thread in a NaNO3 solution using a solid–liquid phase arc discharge (SLPAD) technique. Field emission scanning electron microscopy (FE-SEM), transmission electron microscopy (TEM) and X-ray diffraction (XRD) techniques were used to characterize the structure, morphology, and chemical composition. The super-long and ultra-thin geometry of the Na2V6O16·xH2O nanoribbons is proven to greatly promote the photocatalytic activity toward reduction of CO2 into renewable hydrocarbon fuel (CH4) in the presence of water vapor under visible-light irradiation.","S. Feng, X. Chen, Y. Zhou, W. Tu, P. Li, H. Li, Z. Zou",6,zhouyong1999@nju.edu.cn,"CN,CN,CN,CN,CN,CN,CN","China,China,China,China,China,China,China",788
314,1,301,301,"Anodic_Cu2S_and_CuS_nanorod_and_nanowall_arrays_Preparation,_properties_and_application_in_CO2_photoreduction",10.1039/c4nr05371k,"Anodic Cu2S and CuS nanorod and nanowall arrays: Preparation, properties and application in CO2 photoreduction",2014,NANOSCALE,14305,23,"Copper sulfide semiconductors made from earth-abundant elements have an optical absorption edge at ca. 1.2 eV, nearly ideal for solar energy harvesting. We report the growth and formation mechanism of vertically oriented arrays of copper sulfide nanostructures formed by electrochemical anodization. Key parameters that affect the morphology and phase of the nanostructures are type and strength of electrolyte, anodization voltage and duration. Cu2S and CuS nanostructures were obtained on both copper foil and copper-coated flexible Kapton substrates, and depending on the anodization parameters, consisted of vertically oriented arrays of nanowalls, nanoleafs or rods with branched nanodendrites. The anodization parameters also controlled the phase and stoichiometry of the nanostructures. p-type conduction for Cu2S nanostructures and n-type conduction for CuS nanostructures were revealed by admittance spectroscopy and Mott Schottky analysis. We also observed a weak, but nevertheless promising and previously unnoticed, photocatalytic action in copper sulfide nanorod and platelet arrays for the sunlight-driven conversion of CO2 into CH4. Under irradiation by AM 1.5G simulated sunlight at room temperature, a CH4 production rate as high as 38 ?mol m-2 h-1 was obtained using the copper sulfide nanostructure arrays as stand-alone photocatalysts for CO2 photoreduction.","P. Kar, S. Farsinezhad, X. Zhang, K. Shankar",6,pkar1@ualberta.ca,"CA,CA,CA,CA","Canada,Canada,Canada,Canada",788
376,1,363,363,A_novel_RuTiO2_hybrid_nanocomposite_catalyzed_photoreduction_of_CO2_to_methanol_under_visible_light,10.1039/C5NR03712C,A novel Ru\/TiO2 hybrid nanocomposite catalyzed photoreduction of CO2 to methanol under visible light,2015,NANOSCALE,15258,37,A novel,"P. Kumar, C. Joshi, N. Labhsetwar, R. Boukherroub, S. L. Jain",7,suman@iip.res.in,"IN,IN,IN,FR,IN","India,India,India,France,India",788
297,1,284,284,Self-organized_vanadium_and_nitrogen_co-doped_titania_nanotube_arrays_with_enhanced_photocatalytic_reduction_of_CO2_into_CH4,10.1186/1556-276X-9-272,Self-organized vanadium and nitrogen co-doped titania nanotube arrays with enhanced photocatalytic reduction of CO2 into CH4,2014,NANOSCALE RESEARCH LETTERS,272,1,"Self-organized V-N co-doped TiO2 nanotube arrays (TNAs) with various doping amount were synthesized by anodizing in association with hydrothermal treatment. Impacts of V-N co-doping on the morphologies, phase structures, and photoelectrochemical properties of the TNAs films were thoroughly investigated. The co-doped TiO2 photocatalysts show remarkably enhanced photocatalytic activity for the CO2 photoreduction to methane under ultraviolet illumination. The mechanism of the enhanced photocatalytic activity is discussed in detail.","D. Lu, M. Zhang, Z. Zhang, Q. Li, X. Wang, J. Yang",9,yangjianjun@henu.edu.cn,"CN,CN,CN,CN,CN,CN","China,China,China,China,China,China",790
304,1,291,291,New_nanostructured_silica_incorporated_with_isolated_Ti_material_for_the_photocatalytic_conversion_of_CO2_to_fuels,10.1186/1556-276X-9-158,New nanostructured silica incorporated with isolated Ti material for the photocatalytic conversion of CO2 to fuels,2014,NANOSCALE RESEARCH LETTERS,1,1,"In this work, new nanoporous silica (Korea Advanced Institute of Science and Technology-6 (KIT-6)-dried or KIT-6-calcined) incorporated with isolated Ti materials with different SiTi ratios (SiTi = 200, 100, and 50) has been synthesized and investigated to establish photocatalytic reduction of CO2 in the presence of H2O vapors. The properties of the materials have been characterized through N2 adsorptiondesorption, UV-vis, TEM, FT-IR, and XPS analysis techniques. The intermediate amount of the isolated Ti (SiTi = 100) has resulted to be more uniformly distributed on the surface and within the three-dimensional pore structure of the KIT-6 material, without its structure collapsing, than the other two ratios (SiTi = 200 and 50). However, titania agglomerates have been observed to have formed due to the increased Ti content (SiTi = 50). The Ti-KIT-6 (calcined) materials in the reaction showed higher activity than the Ti-KIT-6 (dried) materials, which produced CH4, H2, CO, and CH3OH (vapors) as fuel products. The Ti-KIT-6 (SiTi = 100) material also showed more OH groups, which are useful to obtain a higher production rate of the products, particularly methane, which was even higher than the rate of the best commercial TiO2 (Aeroxide P25, Evonik Industries AG, Essen, Germany) photocatalyst.","P. Akhter, M. Hussain, G. Saracco, N. Russo",9,nunzio.russo@polito.it,"IT,IT,IT,IT","Italy,Italy,Italy,Italy",790
270,1,257,257,Porous-structured_Cu2OTiO2_nanojunction_material_toward_efficient_CO2_photoreduction,10.1088/0957-4484/25/16/165402,Porous-structured Cu2OTiO2 nanojunction material toward efficient CO2 photoreduction,2014,NANOTECHNOLOGY,165402,16,"Porous-structured Cu2OTiO2 nanojunction material is successfully fabricated by a facile method via loading Cu2O nanoparticles on the network of a porous TiO2 substrate. The developed Cu2OTiO2 nanojunction material has a size of several nanometers, in which the p-type Cu2O and n-type TiO 2 nanoparticles are closely contacted with each other. The well designed nanojunction structure is beneficial for the charge separation in the photocatalytic reaction. Meanwhile, the porous structure of the Cu 2OTiO2 nanojunction can facilitate the CO2 adsorption and offer more reaction active sites. Most importantly, the gas-phase CO2 photoreduction tests reveal that our developed porous-structured Cu2OTiO2 nanojunction material exhibits marked photocatalytic activity in the CH 4 evolution, about 12, 9, and 7.5 times higher than the pure TiO2, Pt-TiO2, and commercial Degussa P25 TiO2 powders, respectively. The greatly enhanced activity can be attributed to the well designed nanojunction structure combined with the porous structure, which can simultaneously enhance the charge separation efficiency and facilitate the CO2 adsorption.","H. Xu, S. Ouyang, L. Liu, D. Wang, T. Kako, J. Ye",25,oysx@tju.edu.cn,"CN,CN,JP,CN,JP,CN","China,China,Japan,China,Japan,China",792
357,1,344,344,Methanation_and_photo_methanation_of_carbon_dioxide_at_room_temperature_and_atmospheric_pressure,10.1038/327506a0,Methanation and photo-methanation of carbon dioxide at room temperature and atmospheric pressure,1987,NATURE,506,,The Sabatier reaction: CO2+4H2 right arrow CH4+2H2O(g) ?G,"K. Ravindranathan Thampi, John Kiwi, Michael Grätzel",327,artleafs.admin@artleafs.eu,"CH,CH,CH","Switzerland,Switzerland,Switzerland",795
362,1,349,349,Photoelectrocatalytic reduction of carbon dioxide in aqueous suspensions of semiconductor powders,10.1038/277637a0,Photoelectrocatalytic reduction of carbon dioxide in aqueous suspensions of semiconductor powders,1979,NATURE,637,,"WE report here the photoelectrocatalytic reduction of carbon dioxide to form organic compounds such as formic acid, formaldeyde, methyl alcohol and methane, in the presence of photosensitive semiconductor powders suspended in water as catalysts. Photocatalytic reaction kinetics were elucidated by reference to the theory of charge transfer at photoexcited semiconductors.","T. Inoue, A. Fujishima, S. Konishi, K. Honda",277,artleafs.admin@artleafs.eu,"JP,JP,JP,JP","Japan,Japan,Japan,Japan",795
329,1,316,316,Photocatalytic_reduction_of_CO2_over_platinised_Bi2WO6-based_materials,10.1039/c4pp00407h,Photocatalytic reduction of CO2 over platinised Bi2WO6-based materials,2015,PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,678,4,"The photocatalytic reduction of CO2 with H2O to produce CH4 in the gas phase was carried out in the presence of two Bi2WO6-based materials. For this purpose, single Bi2WO6 and a coupled Bi2WO6-TiO2 system were synthesised and metallised with Pt, through a Pt photodeposition method. Then, the samples were characterised and the photocatalytic activity was evaluated in a continuous fluidised-bed reactor irradiated with UV light. Single Bi2WO6 presents an interesting behaviour under H2O rich conditions. In particular, the metallisation improves the material's performance for CH4 formation, while the TiO2 addition to Bi2WO6 increases the CH4 yield only at low H2OCO2 ratio. The Bi2WO6-TiO2 system metallised with a Pt photocatalyst displayed the highest CH4 yield among all the prepared photocatalysts. The stability of the system can be enhanced through the addition of a blue phosphor to the reactant mixture, especially under H2O rich conditions.","S. Murcia-Lopez, V. Vaiano, M. C. Hidalgo, J. A. Navio, D. Sannino",14,smurcia@irec.cat,"ES,IT,ES,ES,IT","Spain,Italy,Spain,Spain,Italy",844
336,1,323,323,Steam_reduction_of_CO2_on_PdTiO2_catalysts_A_comparison_between_thermal_and_photocatalytic_reactions,10.1039/C4PP00252K,Steam reduction of CO2 on PdTiO2 catalysts: A comparison between thermal and photocatalytic reactions,2015,PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,550,3,"The aim of this work was to compare traditional catalysis, which drives chemical reactions by thermal energy, with a photocatalytic process that can induce chemical reactions by light activation. Taking apart the obvious economic advantage to operate under mild conditions, a closer view of the characteristic behaviours of the thermal and light activation can give new insights for the selection of the more appropriate process. The performances of PdTiO2 catalysts in the steam reduction of CO2 were analyzed in a photocatalytic and in a thermo-catalytic system. The comparison in the range 140","V. Vaiano, D. Sannino, P. Ciambelli",14,vvaiano@unisa.it,"IT,IT,IT","Italy,Italy,Italy",844
402,1,389,389,Synthesis_of_Hierarchical_(BiO)2CO3_Nanosheets_Microspheres_toward_Efficient_Photocatalystic_Reduction_of_CO2_into_CO,10.1016/j.physe.2015.12.001,Synthesis of Hierarchical (BiO)2CO3 Nanosheets Microspheres toward Efficient Photocatalystic Reduction of CO2 into CO,2016,PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES,100,,"In this paper, hierarchical (BiO)2CO3 nanosheets microspheres were synthesized with dry ice as carbon source, and characterized by X-ray diffraction (XRD) patterns, X-ray photoelectron spectroscopy (XPS), scanning electron microscope (SEM), high-resolution transmission electron microscopy (HRTEM) and UV-vis diffuse reflectance spectra (DRS). The photocatalytic results showed that (BiO)2CO3 display much higher photocatalytic activity than BiOCl and TiO2 for photocatalystic reduction of CO2 under UV-visible light. The photocatalytic mechanism study revealled that (BiO)2CO3 display better separation efficiency of photoinduced charge carriers due to the large interlayer spacing (1.3675 nm)."," H. Yang, Y. Bai , T. Chen, X. Shi, Y. C. Zhu ",78,baiyanghyq@foxmail.com,"CN,CN,CN,CN,CN","China,China,China,China,China",854
263,1,250,250,Photocatalytic_reduction_of_CO2_into_hydrocarbon_solar_fuels_over_g-C3N4-Pt_nanocomposite_photocatalysts,10.1039/C4CP00133H,Photocatalytic reduction of CO2 into hydrocarbon solar fuels over g-C3N4-Pt nanocomposite photocatalysts,2014,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,11492,23,"Photocatalytic reduction of CO2 into renewable hydrocarbon fuels is an alternative way to develop reproducible energy, which is also a promising way to solve the problem of the greenhouse effect. In this work, graphitic carbon nitride (g-C3N4) was synthesized by directly heating thiourea at 550 ","J. Yu, K. Wang, W. Xiao, B. Cheng",16,jiaguoyu@yahoo.com,"CN,CN,CN,CN","China,China,China,China",859
328,1,315,315,Photocatalytic_reduction_of_CO2_with_H2O_to_CH4_on_Cu(i)_supported_TiO2_nanosheets_with_defective_{001}_facets,10.1039/C5CP00647C,Photocatalytic reduction of CO2 with H2O to CH4 on Cu(i) supported TiO2 nanosheets with defective {001} facets,2015,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,9761,15,"Highly dispersed Cu2O clusters loaded on TiO2 nanosheets with dominant exposed {001} facets are prepared by a hydrothermal treatment followed by photodeposition. The physicochemical properties of the as-prepared samples are characterized carefully. The deposition position and chemical state of the Cu2O clusters are characterized by X-ray diffraction, transmission electron microscopy, UV-vis diffuse reflectance spectroscopy, EPR spectroscopy, and in situ CO-adsorbed FTIR spectroscopy, respectively. The results show that in situ Cu deposition leads to in situ formation of abundant oxygen vacancies (Vo) on the surface of the TiO2 nanosheets. Interestingly, the co-existence of Vo and Cu2O clusters could promote the photoactivity of CO2 reduction efficiently. The surface Vo play a significant role in the reduction of CO2. Meanwhile, the deposited Cu(i) species serve also as active sites for the formation of CH4, and then protect CH4 from degradation by generated oxidation species. For the photoreduction of CO2 to CH4, it is found that the content level of Cu2O has a significant influence on the activity. Cu-TiO2-1.0 shows the highest photocatalytic activity, which is over 30 times higher than that of the parent TiO2. This great enhancement of photocatalytic activity may be contributed by high CO2 adsorption capacity, high electron mobility, and high concentration of Vo. However, the effect of the surface area of the samples on the activity is negligible. All of this evidence is obtained by CO2-sorption, electrochemistry, in situ FTIR spectroscopy, in situ ERP techniques, etc. The reaction intermediates are detected by in situ FTIR spectroscopy. Finally, a probable mechanism is proposed based on the experimental results. It is hoped that our work could render one of the most effective strategies to achieve advanced properties over photofunctional materials for solar energy conversion of CO2.","S. Zhu, S. Liang, Y. Tong, X. An, J. Long, X. Fu, X. Wang ",17,xwang@fzu.edu.cn,"CN,CN,CN,CN,CN,CN,CN","China,China,China,China,China,China,China",859
309,1,296,296,Preparation_and_characterizations_of_Cu2Oreduced_graphene_oxide_nanocomposites_with_high_photo-catalytic_performances,10.1016/j.powtec.2014.04.004,Preparation and characterizations of Cu2Oreduced graphene oxide nanocomposites with high photo-catalytic performances,2014,POWDER TECHNOLOGY,42,,"Limited fossil fuel resources and increasingly stringent requirement of environmental protection from major greenhouse gases, including carbon dioxide (CO2), which results directly from the burning of fossil fuels, energy savings and greenhouse-effect alleviation have emerged as major global concerns. The development of an artificial photosynthetic system (APS) having both the analogous important structural elements and the reaction features of photosynthesis to achieve solar-driven water splitting and CO2 reduction is highly challenging. Herein, it has been demonstrated that SrTiO3-ZnTe can be utilized as an efficient APS for the photoreduction of CO2 into methane (CH4) under visible-light irradiation (?420 nm). The results indicate that the combination of ZnTe with SrTiO3 visibly increases the formation of CH4 by efficiently promoting electron transfer from the conduction band of ZnTe to that of SrTiO3 under visible-light irradiation, and thereby demonstrate this to be a promising candidate for the photocatalytic conversion of CO2 into hydrocarbon fuels.","A. Wang, X. Li, Y. Zhao, W. Wu, J. Chen, H. Meng",261,wuwei@mail.buct.edu.cn,"CN,CN,CN,CN,CN,CN","China,China,China,China,China,China",918
399,1,386,386,10.1007@s11144-015-0911-7,10.1007/s11144-015-0911-7,Photocatalytic reduction of CO2 into methanol over CuFe2O4\/TiO2 under visible light irradiation,2015,REACTION KINETICS MECHANISMS AND CATALYSIS,589,2,"The present study aims to focus the photocatalytic reduction of carbon dioxide (CO2) into methanol on TiO2 loaded copper ferrite (CuFe2O4) photocatalyst under visible light (500 W xenon lamp) irradiation. In this perspective, CuFe2O4 and CuFe2O4\/TiO2 photocatalysts were synthesized following the sol-gel method from copper(II) nitrate, Cu(NO3)2","M.R. Uddin, M.R. Khan, M.W. Rahman, A. Yousuf, C.K. Cheng ",116,mrkhancep@yahoo.com,"MY,MY,MY,MY,MY","Malaysia,Malaysia,Malaysia,Malaysia,Malaysia",957
226,1,216,216,Direct_growth_of_carbon_nanotubes_on_NiTiO2_as_next_generation_catalysts_for_photoreduction_of_CO2_to_methane_by_water_under_visible_light_irradiation,10.1039/C3RA00030C,Direct growth of carbon nanotubes on NiTiO2 as next generation catalysts for photoreduction of CO2 to methane by water under visible light irradiation,2013,RSC ADVANCES,4505,14,"In this communication, we demonstrate for the first time that CNT@NiTiO2 nanocomposites were active in the photoreduction of CO2 into methane (CH4) under visible light irradiation. The nanocomposites were synthesized via co-precipitation followed by chemical vapor deposition at 750 "," W.-J. Ong, M. M. Gui, S. -P. Chai, A. R. Mohamed",3,chai.siang.piao@monash.edu,"MY,MY,MY,MY","Malaysia,Malaysia,Malaysia,Malaysia",982
230,1,218,218,Photocatalytic_reduction_of_CO2_with_H2O_over_a_graphene-modified_NiOx-Ta2O5_composite_photocatalyst_Coupling_yields_of_methanol_and_hydrogen,10.1039/C2RA21283H,Photocatalytic reduction of CO2 with H2O over a graphene-modified NiOx-Ta2O5 composite photocatalyst: Coupling yields of methanol and hydrogen,2013,RSC ADVANCES,1753,6,"A reduced graphene modified Ta2O5 photocatalyst (Ta2O5-rG) was prepared using a one-step hydrothermal method, and the photocatalytic reduction of an aqueous CO2 solution to CH3OH and H2 using the NiOx-Ta 2O5-rG photocatalyst was performed. Due to graphene's electron transfer and collecting characteristics, reduced graphene was found to be important in achieving high methanol yields for this multi-electron reduction process. The NiOx-Ta2O5-rG photocatalyst also showed good production selectivity for the competing reactions of CH 3OH and H2 generation in aqueous CO2 or CO 2NaHCO3 solution.","X. -J. Lv W.-F. Fu, C.-Y. Hu, Y. Chen, W.-B. Zhou",3,fuwf@mail.ipc.ac.cn,"CN,CN,CN,CN,CN","China,China,China,China,China",982
296,1,283,283,"Visible-light-driven_MWCNT@TiO2_core-shell_nanocomposites_and_the_roles_of_MWCNTs_on_the_surface_chemistry,_optical_properties_and_reactivity_in_CO2_photoreduction",10.1039/C4RA02561J,"Visible-light-driven MWCNT@TiO2 core-shell nanocomposites and the roles of MWCNTs on the surface chemistry, optical properties and reactivity in CO2 photoreduction",2014,RSC ADVANCES,24007,46,"Multi-walled carbon nanotube (MWCNT)@titanium dioxide (TiO2) core-shell structures were synthesized through a simple coating approach in this work. Varying the ratio of TiO2 to MWCNTs revealed the importance of MWCNT loading in controlling the uniformity of the core-shell structures and their photocatalytic performance. These core-shell nanocomposites possessed an excellent visible light absorption with the absorption edge extended into the visible light range of 380-600 nm with respect to the MWCNT loading. The inhibition of electron-hole pair recombination was found to be greater with the increase in the MWCNT loading, revealing that the presence of MWCNTs in the composites enhanced the electron transfer and reduced the electron-hole pair recombination rates. The MWCNT@TiO2 core-shell nanocomposites exhibited promising photocatalytic activity in carbon dioxide reduction, giving the maximum methane formation of 1.10 ?mol g-1-TiO2 for 8 h of reaction under visible light irradiation at atmospheric temperature and pressure.","M. M. Gui, S.-P. Chai, B.-Q. Xu, A.R. Mohamed",4,chai.siang.piao@monash.edu,"MY,MY,CN,MY","Malaysia,Malaysia,China,Malaysia",982
308,1,295,295,Preparation_and_characterization_of_SrTiO3-ZnTe_nanocomposites_for_the_visible-light_photoconversion_of_carbon_dioxide_to_methane,10.1039/C4RA06828A,Preparation and characterization of SrTiO3-ZnTe nanocomposites for the visible-light photoconversion of carbon dioxide to methane,2014,RSC ADVANCES,48411,89,"Limited fossil fuel resources and increasingly stringent requirement of environmental protection from major greenhouse gases, including carbon dioxide (CO2), which results directly from the burning of fossil fuels, energy savings and greenhouse-effect alleviation have emerged as major global concerns. The development of an artificial photosynthetic system (APS) having both the analogous important structural elements and the reaction features of photosynthesis to achieve solar-driven water splitting and CO2 reduction is highly challenging. Herein, it has been demonstrated that SrTiO3-ZnTe can be utilized as an efficient APS for the photoreduction of CO2 into methane (CH4) under visible-light irradiation (?420 nm). The results indicate that the combination of ZnTe with SrTiO3 visibly increases the formation of CH4 by efficiently promoting electron transfer from the conduction band of ZnTe to that of SrTiO3 under visible-light irradiation, and thereby demonstrate this to be a promising candidate for the photocatalytic conversion of CO2 into hydrocarbon fuels.","M. F. Ehsan, M. N. Ashiq, F. Bi, Y. Bi, S.Palanisamy , T. He",4,het@nanoctr.cn,"CN,CN,CN,CN,CN,CN","China,China,China,China,China,China",982
